2025-01-30 11:56:18,644 - INFO - Starting import process from directory: C:\Users\justi_000\Downloads\GIT\rpg-engine\./SchemaManager/imports
2025-01-30 11:56:18,645 - INFO - Found database at: C:\Users\justi_000\Downloads\GIT\rpg-engine\rpg_data.db
2025-01-30 11:56:18,646 - INFO - Attempting to connect to database: C:\Users\justi_000\Downloads\GIT\rpg-engine\rpg_data.db
2025-01-30 11:56:18,647 - INFO - Database connection successful
2025-01-30 11:56:18,648 - INFO - Database connection verified
2025-01-30 11:56:18,648 - INFO - Found 2 SQL files to process: ClassSpellListsStructure.sql, overlordClasses.sql
2025-01-30 11:56:18,650 - INFO - 
Processing file: ClassSpellListsStructure.sql
2025-01-30 11:56:18,650 - INFO - Beginning to parse SQL file: C:\Users\justi_000\Downloads\GIT\rpg-engine\./SchemaManager/imports\ClassSpellListsStructure.sql
2025-01-30 11:56:18,651 - INFO - File read successfully, content length: 1604 characters
2025-01-30 11:56:18,652 - ERROR - No valid INSERT statement found in C:\Users\justi_000\Downloads\GIT\rpg-engine\./SchemaManager/imports\ClassSpellListsStructure.sql
2025-01-30 11:56:18,653 - INFO - Found 0 records to import from ClassSpellListsStructure.sql
2025-01-30 11:56:18,653 - INFO - 
Processing file: overlordClasses.sql
2025-01-30 11:56:18,654 - INFO - Beginning to parse SQL file: C:\Users\justi_000\Downloads\GIT\rpg-engine\./SchemaManager/imports\overlordClasses.sql
2025-01-30 11:56:18,666 - INFO - File read successfully, content length: 29920 characters
2025-01-30 11:56:18,672 - INFO - Found INSERT statement for table: classes
2025-01-30 11:56:18,672 - INFO - Columns identified: name, description, class_type, is_racial, category_id, subcategory_id, base_hp, base_mp, base_physical_attack, base_physical_defense, base_agility, base_magical_attack, base_magical_defense, base_resistance, base_special, hp_per_level, mp_per_level, physical_attack_per_level, physical_defense_per_level, agility_per_level, magical_attack_per_level, magical_defense_per_level, resistance_per_level, special_per_level, created_at, updated_at
2025-01-30 11:56:18,674 - INFO - Parsed record: {'name': 'Crafter', 'description': 'Creator of items', 'class_type': 1, 'is_racial': 0, 'category_id': 8, 'subcategory_id': 9, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,676 - INFO - Parsed record: {'name': 'Guard', 'description': 'Defensive specialist', 'class_type': 1, 'is_racial': 0, 'category_id': 9, 'subcategory_id': 28, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,677 - INFO - Parsed record: {'name': 'Healer', 'description': 'Medicine and restoration expert', 'class_type': 1, 'is_racial': 0, 'category_id': 8, 'subcategory_id': 10, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,679 - INFO - Parsed record: {'name': 'Laborer', 'description': 'Basic work and tasks', 'class_type': 1, 'is_racial': 0, 'category_id': 1, 'subcategory_id': 11, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,680 - INFO - Parsed record: {'name': 'Leader', 'description': 'Command and influence', 'class_type': 1, 'is_racial': 0, 'category_id': 1, 'subcategory_id': 12, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,682 - INFO - Parsed record: {'name': 'Mage', 'description': 'Direct magic user', 'class_type': 1, 'is_racial': 0, 'category_id': 10, 'subcategory_id': 13, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,685 - INFO - Parsed record: {'name': 'Merchant', 'description': 'Trade and economics', 'class_type': 1, 'is_racial': 0, 'category_id': 1, 'subcategory_id': 14, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,687 - INFO - Parsed record: {'name': 'Priest', 'description': 'Divine/support magic user', 'class_type': 1, 'is_racial': 0, 'category_id': 10, 'subcategory_id': 15, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,689 - INFO - Parsed record: {'name': 'Scholar', 'description': 'Research and knowledge focus', 'class_type': 1, 'is_racial': 0, 'category_id': 4, 'subcategory_id': 9, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
2025-01-30 11:56:18,694 - INFO - Parsed record: {'name': 'Scout', 'description': 'Mobility and reconnaissance', 'class_type': 1, 'is_racial': 0, 'category_id': 9, 'subcategory_id': 16, 'base_hp': 10, 'base_mp': 5, 'base_physical_attack': 5, 'base_physical_defense': 5, 'base_agility': 5, 'base_magical_attack': 5, 'base_magical_defense': 5, 'base_resistance': 5, 'base_special': 5, 'hp_per_level': 2, 'mp_per_level': 1, 'physical_attack_per_level': 1, 'physical_defense_per_level': 1, 'agility_per_level': 1, 'magical_attack_per_level': 1, 'magical_defense_per_level': 1, 'resistance_per_level': 1, 'special_per_level': 1, 'created_at': '2025-01-30 11:56:18', 'updated_at': '2025-01-30 11:56:18'}
